mes;marca;modelo;versao;dia;ano;vin
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG4N0054089
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAGXN0054081
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG1N0053854
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG5N0055011
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA6PC800880
9;PEUGEOT;3008;3008 BLUE HDI 130 EAT8 1.5 AUT;2;2022;VF3MCYHZUPS005278
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG8N0054743
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG3N0054696
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;2;2022;VR3FDAHDLN3006932
9;PEUGEOT;BOXER;BOXER HDI L3 2.0;2;2022;VF3YD3MAUP2U46642
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG6N0052988
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG2P0058080
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG5N0054246
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG3N0054164
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG0N0054140
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG7N0054040
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG8N0054015
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG0N0053909
9;PEUGEOT;3008;3008 PURETECH 180 EAT8 1.6 AUT;2;2022;VF3M45GFUPS006157
9;PEUGEOT;5008;5008 THP 165 1.6 AUT;2;2022;VF3M45GYWPS004536
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG1N0055068
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG0N0054736
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG9N0054413
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG1N0054258
9;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 4X4 TRENDLINE 2.0;5;2022;WV1ZZZ2HZNA021735
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;5;2022;9BGEP76C0PB118194
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148MK0PC403855
9;FIAT;PULSE;PULSE IMPETUS TF200 1.0 AUT;5;2022;9BD363B32PYZ20015
9;PEUGEOT;BOXER;BOXER HDI L2H2 2.0;5;2022;VF3YD3MFBP2V27632
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEA76C0PB137038
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGA5PG002726
9;FIAT;PULSE;PULSE DRIVE HB 1.3 AUT;5;2022;9BD363B16PYZ36151
9;CHEVROLET;N400 MAX;N400 MAX 1.5;5;2022;LZWCDAGA1PC800866
9;CHEVROLET;SILVERADO;SILVERADO 4X4 CC 5.3 AUT;5;2022;3GCUD9ED1NG563843
9;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;5;2022;JTMZ43FV2PD132986
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;5;2022;9BGEN48K0PG138072
9;PEUGEOT;BOXER;BOXER HDI L2H2 2.0;2;2022;VF3YD3MFBP2U93703
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEN76C0PB102096
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;5;2022;9BGEN76C0PB118563
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;5;2022;9BGEP76C0PB125041
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148FK0PC404482
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGA8PG010142
9;CHEVROLET;N400 MAX;N400 MAX 1.5;5;2022;LZWCDAGA6PC800751
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLN3006713
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3008003
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3008002
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3009153
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3008074
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3011012
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3010158
9;RENAULT;DUSTER;DUSTER 4X2 1.6;2;2022;VF1HJD208PA253252
9;FIAT;PULSE;PULSE DRIVE HB 1.3 AUT;2;2022;9BD363B16PYZ45657
9;TOYOTA;RUSH;RUSH 1.5 MT;2;2022;MHKE8FE30NK003795
9;PEUGEOT;EXPERT;TRAVELLER L3 BLUE HDI 180 2.0;2;2022;VF3VEEHTMPZ001939
9;HYUNDAI;TUCSON NX4;TUCSON NX4 MPI 2.0;5;2022;KMHJB81DAPU154406
9;TOYOTA;YARIS;YARIS HB 1.5 AUT;2;2022;MR2K29F3XN1248601
9;VOLKSWAGEN;POLO;POLO HATCH BACK 1.6 AT;2;2022;9BWAL5BZ1NP040578
9;PEUGEOT;LANDTREK;LANDTREK 1.9;5;2022;VR3FDAHDEP3010292
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320167
9;HYUNDAI;TUCSON NX4;TUCSON NX4 2.0 AUT;5;2022;KMHJB81DBPU163462
9;VOLKSWAGEN;GOL;GOL HB 1.6;5;2022;9BWAB45U5NT121801
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3009174
9;PEUGEOT;2008;2008 BLUE HDI 130 EAT8 1.5 AUT;5;2022;VR3UDYHZSPJ508391
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB3NTF16181
9;CHEVROLET;ONIX;ONIX NB LT 1.0T;5;2022;9BGEN69K0PG134165
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;5;2022;9BGEP76C0PB133145
9;CHEVROLET;ONIX;ONIX HB PREMIER 1.0 AUT;5;2022;9BGEY48K0PG138143
9;CHEVROLET;ONIX;ONIX HB PREMIER 1.0 AUT;5;2022;9BGEY48K0PG137322
9;HYUNDAI;STARIA FG;STARIA US4 FG 2.2 CRDI MT;5;2022;KMFYFX71ANU062100
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB5NTF12679
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB3NTF15905
9;CHEVROLET;SAIL;SAIL NB 1.5L II ABS N;5;2022;LSGHD52H1ND141610
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB5NTF12178
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB2NTF12185
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB6NTF16434
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;5;2022;8AFAR23W3PJ288583
9;FIAT;PULSE;PULSE AUDACE HB 1.0 AUT;5;2022;9BD363B22PYZ21021
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEA76C0PB132465
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEA76C0PB131567
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB4NTF12205
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB4NTF15976
9;TOYOTA;HILUX;HILUX PICK UP 4X4 2P 2.4;5;2022;8AJDB8CB1P5514393
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52HXND131450
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H9ND108760
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H6ND132157
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK007NG087408
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK003PG189405
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK006PG189446
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK005NG108689
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK00XPG229799
9;FORD;NEW RANGER;RANGER DCAB XLT 4X4 3.2;5;2022;8AFAR23W6PJ297746
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2367NX394701
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2367NX394553
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2364NX397250
9;VOLKSWAGEN;GOL;GOL HB 1.6;5;2022;9BWAB45U4NT119778
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGA9PG003555
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2365NX386953
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2368NX378460
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H6ND132241
9;TOYOTA;YARIS;YARIS GLI 1.5;5;2022;MR2B29F35N1250921
9;FORD;NEW RANGER;RANGER RAPTOR 2.0 DIESEL;5;2022;MPBUR2363NX378480
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD54HXND109350
9;TOYOTA;RAV4;RAV4 OTTO 2.0;5;2022;JTMZ43FV1PD132722
9;TOYOTA;4RUNNER;4RUNNER 4X4 4.0 AUT;5;2022;JTEBU4JR3N6071050
9;TOYOTA;YARIS;YARIS GLI 1.5;5;2022;MR2B29F32N1251153
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK001PG229982
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK006PG189379
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK003PG189386
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK000PG189376
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK005PG189387
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK008PG229980
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK004PG189381
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK005PG230004
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK004PG229989
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H6ND141599
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H8ND109219
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H5ND109856
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK001PG189371
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2360NX386973
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2360NX386987
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK009PG229986
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52HXND130170
9;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AT;5;2022;LZWADAGA9PB011975
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;5;2022;8AJKA3CD8P3101316
9;PEUGEOT;3008;3008 BLUE HDI 130 1.5;5;2022;VF3MCYHZMPS004007
9;CHEVROLET;NKR;NKR 512 VL20;5;2022;JAANLR85EP7100084
9;FORD;NEW RANGER;RANGER DCAB XLT 4X4 3.2;5;2022;8AFAR23W2PJ297789
9;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AUT;5;2022;LZWADAGA9PB007778
9;CHEVROLET;CAPTIVA;CAPTIVA MT6 4X2 1.5;5;2022;LZWADAGAXPB000757
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK00XPG189448
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK001PG189404
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H7ND139540
9;PEUGEOT;PARTNER;PARTNER HDI 92 L2 1.6;5;2022;VR3EF9HPAPJ513322
9;TOYOTA;HILUX;HI LUX D CAB 4X4 2.8;5;2022;MR0BA8CD9N0238411
9;FORD;BRONCO SPORT;BRONCO SPORT 4X4 1.5 AUT;5;2022;3FMCR9B62NRD36194
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEA76C0PB125092
9;CHEVROLET;ONIX;ONIX NB PREMIER 1.0T AUT;5;2022;9BGEP69K0PG136307
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148ZK0PC408880
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148PK0PC408833
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148PK0PC408613
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320156
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320157
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320163
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320164
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320165
9;FIAT;ARGO;ARGO HB 1.3;5;2022;9BD358A42PYL96357
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEA76C0PB125088
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148MK0PC400160
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148MK0PC400168
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148MK0PC408672
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148FK0PC405165
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148MK0PC408618
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEA76C0PB137227
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148PK0PC407863
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148MK0PC404872
9;FORD;TRANSIT VAN;TRANSIT 460E 2.2L PUMA T/M EURO V;5;2022;WF0HXXTTGNTY31230
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;5;2022;MPBUR2361NX397254
9;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AUT;5;2022;LZWADAGA3PB006951
9;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AT;5;2022;LZWADAGA1PB005765
9;CHEVROLET;CAPTIVA;CAPTIVA MT6 1.5;5;2022;LZWADAGA3PB005251
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H4ND110058
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD54H7ND114411
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;5;2022;9BRK4AAG8P0058052
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;5;2022;9BGED48K0PG160381
9;FIAT;ARGO;ARGO HB 1.3;5;2022;9BD358A42NYL84659
9;CHEVROLET;ONIX;ONIX NB LT 1.0T;5;2022;9BGEB69K0PG132997
9;CHEVROLET;ONIX;ONIX NB PREMIER 1.0T AUT;5;2022;9BGEP69K0PG137527
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148PK0PC404085
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;5;2022;9BGED48K0PG157636
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8;5;2022;9BG148FK0PC408726
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;5;2022;9BG148MK0PC402701
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320166
9;FORD;BRONCO SPORT;BRONCO SPORT WILDTRAK 4X4 2.0 AUT;5;2022;3FMCR9E96NRD36222
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3009163
9;FORD;MUSTANG;MUSTANG MACH 1 5.0 AUT;5;2022;1FA6P8R07N5550139
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;5;2022;8AFAR23W2PJ288560
9;HYUNDAI;NEW CRETA;CRETA SU2I 1.5;5;2022;MALPB812APM333543
9;HYUNDAI;NEW CRETA;CRETA SU2I 1.5;5;2022;MALPB812APM309447
9;PEUGEOT;EXPERT;TRAVELLER L3 BLUE HDI 2.0 AUT;5;2022;VF3VEEHZ7PZ001587
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM322460
9;FORD;TERRITORY;TERRITORY 1.5 AUT;5;2022;LJXCU2BB5NTF16182
9;VOLKSWAGEN;CONSTELLATION;CONSTELLATION 17.280 DC;5;2022;95365824XPR17707
9;VOLKSWAGEN;GOL;GOL HB 1.6;5;2022;9BWAB45UXNT121227
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320168
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320170
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320171
9;TOYOTA;COROLLA;COROLLA SD 2.0;5;2022;9BRB43BE8N2114307
9;VOLKSWAGEN;GOL;GOL HB 1.6;5;2022;9BWAB45UXNT117937
9;PEUGEOT;5008;5008 PURETECH 180 EAT8 1.6 AUT;5;2022;VF3M45GFUPS005150
9;CHEVROLET;N400 MAX;N400 MAX 1.5;5;2022;LZWCDAGA3PC801002
9;FORD;EXPLORER;EXPLORER 4X2 2.3 AUT;5;2022;1FMSK7DH2NGB22896
9;FORD;EXPLORER;EXPLORER 4X2 2.3 AUT;5;2022;1FMSK7DH7NGB21632
9;HYUNDAI;SOLATI;H350 5P 2.5;5;2022;KMFAB27RPNK025224
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;5;2022;9BGED48K0PG157611
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGA8PG002994
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGA7PG004199
9;HYUNDAI;GRAND I-10 SEDAN;GRAND I10 SDN 1.2;5;2022;MALB241CAPM129870
9;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;5;2022;8AJKB3CD3P1644789
9;VOLKSWAGEN;VOYAGE;VOYAGE 1.6;5;2022;9BWDB45U2NT119632
9;FORD;NEW ESCAPE;ESCAPE AWD 2.0 AUT;5;2022;1FMCU9J95NUA56918
9;FORD;NEW ESCAPE;ESCAPE AWD 2.0 AUT;5;2022;1FMCU9J94NUA56716
9;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;5;2022;8AJKB3CD8P1644917
9;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;5;2022;8AJKB3CD4P1644509
9;TOYOTA;COROLLA;COROLLA SD 2.0;5;2022;9BRB43BE4N2114840
9;FORD;EDGE;EDGE AWD 2.0 AT;5;2022;2FMPK4J99NBA31889
9;FORD;NEW ESCAPE;ESCAPE FHEV 2.5 AUT;5;2022;1FMCU9DZ4NUA56100
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;5;2022;8AFAR23W3PJ297963
9;TOYOTA;YARIS;YARIS XLI 1.5;5;2022;MR2B9F36N1250703
9;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;5;2022;8AJKB3CD8P1644805
9;FORD;NEW RANGER;RANGER DSL XLS 4X4 3.2L;6;2022;8AFAR23W3PJ292956
9;FORD;NEW RANGER;RANGER ICA DSL XLT 4X2 3.2L;6;2022;8AFAR22W3PJ296989
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H4ND132593
9;FORD;EXPLORER;EXPLORER 4X4 2.3 AUT;5;2022;1FMSK8FH4NGA54877
9;VOLKSWAGEN;VOYAGE;VOYAGE 1.6;5;2022;9BWDB45U3NT126573
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H9ND109908
9;FORD;NEW RANGER;RANGER ICA DSL XLT 4X2 3.2L;6;2022;8AFAR22W2PJ296966
9;FORD;EDGE;EDGE ST 2.7 AWD;6;2022;2FMPK4AP1NBA46062
9;FORD;TERRITORY;NEW TERRITORY TITANIUM 1.5 AUT;5;2022;LJXCU2BBXNTF18283
9;TOYOTA;RAV4;RAV4 OTTO 2.0;5;2022;JTMZ43FV9ND131914
9;VOLKSWAGEN;TIGUAN;TIGUAN TSI 4X2 1.4 AUT;6;2022;3VVHP65N1NM079836
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;5;2022;VR3FBYHZTPY500270
9;CHEVROLET;N400 MAX;N400 MAX 1.5;5;2022;LZWCDAGA0PC800809
9;CHEVROLET;N400 MAX;N400 MAX 1.5;5;2022;LZWCDAGAXPC803801
9;TOYOTA;YARIS;NEW YARIS GLI 1.5;5;2022;MR2B29F39N1247195
9;HYUNDAI;HD 35;HD 35 LWB 2.5;6;2022;KMFVA17RPNC360141
9;VOLKSWAGEN;VOYAGE;VOYAGE 1.6;6;2022;9BWDB45U0NT125543
9;VOLKSWAGEN;VOYAGE;VOYAGE 1.6;6;2022;9BWDB45U9NT128747
9;CHEVROLET;TRAVERSE;TRAVERSE AWD DOHC 3.6 AUT;5;2022;1GNEV9KW5NJ162535
9;VOLKSWAGEN;NIVUS;NIVUS TSI 1.0 AUT;6;2022;9BWCH6CH7NP033396
9;FORD;TERRITORY;TERRITORY 1.5 AUT;6;2022;LJXCU2BB5NTF15923
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;5;2022;9BGED48K0PG156959
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGAXPG004083
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;5;2022;9BGED48K0PG157585
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGA7PG003912
9;PEUGEOT;208;208 PURETECH 130 EAT8 1.2 AUT;5;2022;VR3UPHNSSPT001646
9;PEUGEOT;RIFTER;RIFTER BLUE HDI 130 1.5 AUT;5;2022;VR3ECYHZ3PJ513110
9;CHEVROLET;SAIL;SAIL 1.5;5;2022;LSGHD52H7ND131664
9;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;6;2022;MR2B29F37P1251653
9;CHEVROLET;TRACKER;TRACKER 1.2T;5;2022;9BGEN76C0PB134802
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;6;2022;MALPB812EPM341678
9;CHEVROLET;GROOVE;GROOVE 1.5;5;2022;LZWADAGA7PG003909
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;5;2022;VR3FBYHZTPY500504
9;FIAT;PULSE;PULSE DRIVE HB 1.3 AUT;6;2022;9BD363B16PYZ36170
9;CHEVROLET;TRACKER;TRACKER 1.2T;6;2022;9BGEA76C0PB122021
9;HYUNDAI;MIGHTY EX8;MIGHTY EX8;6;2022;KMFHA17SPPC071388
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD52H1ND130882
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;6;2022;MALPB812EPM341685
9;CHEVROLET;COLORADO;COLORADO 2.8TD Z71 AT 4WD P;6;2022;9BG148ZK0PC409069
9;TOYOTA;RAIZE;RAIZE 1.2 AUT;5;2022;MHKAB1BA4NJ014243
9;FORD;TRANSIT VAN;TRANSIT 460E 2.2L PUMA T/M EURO V;6;2022;WF0HXXTTGNTY31232
9;VOLKSWAGEN;GOL;GOL HB 1.6;5;2022;9BWAB45U3NT118959
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;6;2022;MPBUR2367NX383536
9;TOYOTA;HILUX;NEW HILUX 4X4 2.8;5;2022;8AJKA3CD3P3101367
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;6;2022;MPBUR2360NX383572
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;6;2022;MPBUR2360NX394717
9;HYUNDAI;MIGHTY EX8;MIGHTY EX8;6;2022;KMFHA17SPPC069478
9;TOYOTA;RUSH;NEW RUSH XLI 1.5 AUT;5;2022;MHKE8FF20NK012363
9;HYUNDAI;GRAND I-10 AI3 HB 1.2;GRAND I-10 AI3 HB 1.2 MT VALUE;6;2022;MALB251CAPM322417
