mes;marca;modelo;versao;dia;ano;vin
9;TOYOTA;YARIS;YARIS SEDAN GLI 1.5 MT;1;2022;MR2B29F38N1242070
9;TOYOTA;COROLLA CROSS;COROLLA CROSS SEG 2.0;1;2022;9BRK4AAG5P0057859
9;VOLKSWAGEN;GOL;GOL HB 1.6;1;2022;9BWAB45U8NT091368
9;TOYOTA;HILUX;HILUX 4X2 2.4 MT DX;2;2022;8AJCB3DD7N3911372
9;VOLKSWAGEN;TOUAREG;TOUAREG 4X4 3.0 AT;2;2022;WVGZZZCRZND021792
9;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;1;2022;8AJKB3CD6N1641785
9;FORD;TERRITORY;TERRITORY 1.5 AUT;1;2022;LJXCU2BB6NTF15753
9;FORD;TERRITORY;TERRITORY 1.5 AUT;1;2022;LJXCU2BB6NTF15767
9;CHEVROLET;N400 MAX;N400 MAX 1.5;1;2022;LZWCDAGA0PC802415
9;TOYOTA;HILUX;HILUX 4X4 2.4 DX MT;2;2022;8AJDB3CD1P1326596
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8;1;2022;9BG148FK0PC408966
9;HYUNDAI;NEW CRETA;CRETA 1.5;1;2022;MALPB812APM309405
9;VOLKSWAGEN;CONSTELLATION;CONSTELLATION 17.280;2;2022;953658246NR029219
9;CHEVROLET;ONIX;ONIX HB RS 1.OT;1;2022;9BGED48K0PG160330
9;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;1;2022;8AJDB3CD9P1326670
9;CHEVROLET;ONIX;ONIX HB RS 1.OT;1;2022;9BGED48K0PG156990
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;1;2022;9BGEN76C0PB123591
9;CHEVROLET;GROOVE;GROOVE PREMIER 1.5;1;2022;LZWADAGA0NG021925
9;RENAULT;DUSTER;DUSTER 4X2 1.6;2;2022;VF1HJD208PA253252
9;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;1;2022;MR2B29F3XN1251207
9;CHEVROLET;NPR;NPR 816 VL20;1;2022;JAANPR75KP7100218
9;RENAULT;DUSTER;DUSTER 4X2 1.6;1;2022;VF1HJD206PA260023
9;TOYOTA;YARIS;YARIS HB OTTO 1.5;1;2022;MR2K29F35N1249820
9;TOYOTA;RAV4;RAV4 4X4 OTTO 2.0;2;2022;JTMB43FV8PD035874
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA3PC803879
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA4PC800943
9;HYUNDAI;VENUE;VENUE QX 1.6 MT VALUE;1;2022;KMHRC812APU192146
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;2;2022;MHKAB1BA4NJ017854
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA6PC801995
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA2PC803856
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA4PC803860
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;1;2022;MALB251CAPM324452
9;CHEVROLET;N400 MAX;N400 MAX 1.5;1;2022;LZWCDAGA4PC803826
9;VOLKSWAGEN;POLO;POLO HATCH BACK 1.6 AT;2;2022;9BWAL5BZ1NP040578
9;PEUGEOT;3008;3008 PURETECH 180 EAT8 1.6 AUT;2;2022;VF3M45GFUPS006157
9;FORD;TERRITORY;NEW TERRITORY TITANIUM 1.5L GTDI AT;2;2022;LJXCU2BB4NTF12138
9;FORD;TERRITORY;NEW TERRITORY TREND 1.5L GTDI AT;2;2022;LJXCU2BB7NTF15910
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG3N0053998
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG4N0054089
9;FORD;TERRITORY;TERRITORY TITANIUM 5P;2;2022;LJXCU2BB1MTP00921
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAGXN0054081
9;HYUNDAI;MIGHTY EX8;MIGHTY EX8 STD EURO V;2;2022;KMFHA17SPNC067771
9;PEUGEOT;3008;3008 BLUE HDI 130 EAT8 1.5 AUT;2;2022;VF3MCYHZUPS005278
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG1N0053854
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG5N0055011
9;VOLKSWAGEN;NUEVO VIRTUS;VIRTUS OTTO 1.6;1;2022;9BWDL5BZ3NP040160
9;HYUNDAI;EX 9;EX9 EXTRA;1;2022;KMFHA17HPPC069539
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA6PC800880
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG8N0054743
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG3N0054696
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG6N0052988
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG2P0058080
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG5N0054246
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG3N0054164
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG0N0054140
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG7N0054040
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG8N0054015
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG0N0053909
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG1N0055068
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG0N0054736
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG9N0054413
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG1N0054258
9;HYUNDAI;VENUE;VENUE QX 1.6 MT PLUS;2;2022;KMHRC812APU191934
9;PEUGEOT;EXPERT;TRAVELLER L3 BLUE HDI 180 2.0;2;2022;VF3VEEHTMPZ001939
9;HYUNDAI;GRAND I-10 AI3 HB 1.2;GRAND I-10 AI3 HB 1.2 MT PLUS;1;2022;MALB251CAPM324189
9;PEUGEOT;5008;5008 THP 165 1.6 AUT;2;2022;VF3M45GYWPS004536
9;HYUNDAI;HD 35;HD35 SWB 2P 2.5;2;2022;KMFVA17RPPC360568
9;HYUNDAI;PORTER;PORTER II DCAB 2.5;2;2022;KMFZAY7KAPU968716
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;2;2022;VR3FDAHDLN3006932
9;TOYOTA;RUSH;RUSH 1.5 MT;2;2022;MHKE8FE30NK003795
9;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;2;2022;8AJJB3DD3P4237192
9;TOYOTA;HILUX;NEW HILUX 4X2 2.7L MT SR;2;2022;8AJJX3DD6P0756505
9;TOYOTA;HILUX;NEW HILUX 4X2 2.4L MT DX;2;2022;8AJCB3DDXP3911580
9;TOYOTA;HILUX;NEW HILUX 4X2 2.4L MT DX;2;2022;8AJCB3DD9P3911652
9;TOYOTA;HILUX;NEW HILUX 4X2 2.4L MT DX;2;2022;8AJCB3DD0P3911670
9;PEUGEOT;BOXER;BOXER HDI L2H2 2.0;2;2022;VF3YD3MFBP2U93703
9;PEUGEOT;301;301 HDI 92HP 1.6;2;2022;VF3DD9HP0PJ507775
9;TOYOTA;YARIS;YARIS HB 1.5 AUT;2;2022;MR2K29F3XN1248601
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;2;2022;MHKAB1BA8NJ017243
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;2;2022;MHKAB1BA0NJ017155
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;2;2022;MHKAB1BA3NJ017117
9;TOYOTA;YARIS;YARIS SEDAN GLI 1.5;2;2022;MR2B29F33N1250142
9;TOYOTA;RAIZE;RAIZE 4X2 1.2;2;2022;MHKAB1BA3NJ017313
9;TOYOTA;RAIZE;RAIZE 4X2 1.2;2;2022;MHKAB1BA4NJ015473
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;2;2022;MHKAB1BA8NJ014648
9;TOYOTA;RAIZE;NEW RAIZE 1.2 E CVT;2;2022;MHKAB1BA7NJ016231
9;PEUGEOT;LANDTREK;LANDTREK 1.9;2;2022;VR3FDAHDEP3009296
9;TOYOTA;RAV4;RAV4 OTTO 2.0;2;2022;JTMZ43FV4PD133055
9;TOYOTA;RAV4;NEW RAV4 LE 2.0 4X2 CVT;2;2022;JTMZ43FV2ND131365
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;2;2022;MHKAB1BA3NJ017084
9;TOYOTA;RAIZE;RAIZE 4X2 1.2;2;2022;MHKAB1BA2NJ002172
9;TOYOTA;RAV4;RAV4 OTTO 2.0;2;2022;JTMZ43FV8ND131256
9;CHEVROLET;GROOVE;GROOVE 1.5;2;2022;LZWADAGA3PG003132
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA6PC803861
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA3PC800769
9;RENAULT;DUSTER;DUSTER 4X2 1.6;1;2022;VF1HJD205PA283373
9;HYUNDAI;TUCSON NX4;TUCSON NX4 2.0 AUT;2;2022;KMHJB81DBPU162865
9;HYUNDAI;SANTA FE TM;SANTA FE TM 2.5 AUT;2;2022;KMHS281KBPU440894
9;HYUNDAI;SOLATI;H350 LWB 2.5;2;2022;KMFAC17RPNK001482
9;FIAT;ARGO;ARGO HB 1.3;2;2022;9BD358A42PYL97487
9;FIAT;PULSE;PULSE DRIVE HB 1.3 AUT;2;2022;9BD363B16PYZ45657
9;FORD;NEW RANGER;RANGER XLT 4X4 3.2L AT;2;2022;8AFAR23W0PJ297967
9;HYUNDAI;PORTER;PORTER II DCAB 2.5;2;2022;KMFZAY7KAPU968881
9;CHEVROLET;GROOVE;GROOVE 1.5;2;2022;LZWADAGA5PG003715
9;CHEVROLET;GROOVE;GROOVE 1.5;2;2022;LZWADAGA6PG003710
9;CHEVROLET;TRACKER;TRACKER 1.2T;2;2022;9BGEN76C0PB117472
9;TOYOTA;C-HR;C HR HEV 1.8 AUT;2;2022;NMTKZ3BX5NR359986
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;2;2022;9BG148PK0PC408842
9;TOYOTA;HILUX;NEW HILUX 4X2 2.4L MT DX;2;2022;8AJCB3DD9P3911571
9;PEUGEOT;BOXER;BOXER HDI L3 2.0;2;2022;VF3YD3MAUP2U46642
9;TOYOTA;HILUX;NEW HILUX 4X2 2.4L MT DX;2;2022;8AJCB3DD0P3911720
9;HYUNDAI;HD 35;HD35 SWB 2P 2.5;2;2022;KMFVA17RPPC360579
9;HYUNDAI;HD 35;HD35 SWB 2P 2.5;2;2022;KMFVA17RPNC359515
9;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;2;2022;JTMZ43FV4PD133007
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;2;2022;9BG148PK0PC408616
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;2;2022;MHKAB1BA7NJ015340
9;HYUNDAI;SANTA FE TM;SANTA FE TM 2.5 AUT;2;2022;KMHS281KBPU440879
9;CHEVROLET;NQR;NQR 916;2;2022;JAAN1R90MM7100132
9;FORD;NEW RANGER;RANGER 4X2 2.5;2;2022;8AFAR22P3PJ285435
9;FORD;EXPLORER;EXPLORER 4X4 2.3 AUT;2;2022;1FMSK8FH5NGA60395
9;FORD;MAVERICK;MAVERICK LARIAT 4X4 2.0 AUT;2;2022;3FTTW8F93NRA46784
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;2;2022;8AFAR23W4PJ297938
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;2;2022;8AFAR23W4PJ292755
9;FORD;TRANSIT VAN;TRANSIT 2.2;2;2022;WF0XXXTTGNTJ14605
9;FORD;NEW RANGER;RANGER DCAB XLT 4X4 3.2;2;2022;8AFAR23W6PJ297715
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGAXPC801191
9;CHEVROLET;N400 MAX;N400 MAX 1.5;2;2022;LZWCDAGA4PC801199
9;RENAULT;KWID;KWID 1.0;2;2022;93YRBB002PJ099471
9;CHEVROLET;CAPTIVA;CAPTIVA MT6 4X2 1.5;1;2022;LZWADAGA3PB009929
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;2;2022;9BG148FK0PC409163
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;2;2022;9BG148MK0PC407708
9;CHEVROLET;ONIX;ONIX HB RS 1.OT;2;2022;9BGED48K0PG159390
9;HYUNDAI;HD 35;HD 35 LWB 2.5;2;2022;KMFVA17RPNC360139
9;CHEVROLET;ONIX;ONIX HB 1.0;2;2022;9BGED48K0PG146940
9;CHEVROLET;ONIX;ONIX HB 1.0;2;2022;9BGED48K0PG144692
9;FORD;TERRITORY;TERRITORY 1.5 AUT;2;2022;LJXCU2BB5NTF15758
9;CHEVROLET;GROOVE;GROOVE 1.5;2;2022;LZWADAGA1PG004599
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;2;2022;9BG148FK0PC409300
9;CHEVROLET;TRACKER;TRACKER 1.2T;2;2022;9BGEA76C0PB102673
9;HYUNDAI;NEW CRETA;CRETA SU2I CVT 1.5 AUT;2;2022;MALPB812EPM349950
9;FORD;EXPLORER;EXPLORER 4X2 2.3 AUT;2;2022;1FMSK7DH7NGA54708
9;FORD;MAVERICK;MAVERICK XLT 2.0 AUT;2;2022;3FTTW8E95NRA65077
9;FORD;TRANSIT VAN;TRANSIT CUSTOM FURGON 2.2;2;2022;WF0YXXTTGNTT01533
9;CHEVROLET;ONIX;ONIX HB 4X2 1.0 AT;2;2022;9BGEY48K0PG151690
9;CHEVROLET;SAIL;SAIL 1.5;2;2022;LSGHD52H7ND047005
9;CHEVROLET;SAIL;SAIL 1.5;2;2022;LSGHD52H9ND056224
9;CHEVROLET;SAIL;SAIL 1.5;2;2022;LSGHD52H9ND131875
9;CHEVROLET;SAIL;SAIL 1.5;2;2022;LSGHD54H9ND139620
9;FIAT;PULSE;PULSE DRIVE MT 1.3;1;2022;9BD363B14PYZ16404
9;CHEVROLET;ONIX;ONIX HB 4X2 1.0 AT;2;2022;9BGEY48K0PG151656
9;TOYOTA;YARIS;YARIS HB OTTO 1.5;2;2022;MR2K29F31N1249913
9;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;2;2022;MR2B29F36P1251451
9;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;2;2022;MR2B29F39N1250906
9;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;2;2022;MR2B29F32N1251248
9;PEUGEOT;308;308 ALLURE PACK BLUEHDI 130 EAT8;2;2022;VR3FBYHZTPY500314
9;TOYOTA;RUSH;RUSH 4X2 1.5 AUT;2;2022;MHKE8FF20NK012893
9;CHEVROLET;CAPTIVA;CAPTIVA MT6 4X2 1.5;2;2022;LZWADAGA3PB010689
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;2;2022;9BRK4AAG7N0049940
9;CHEVROLET;SAIL;SAIL 1.5;2;2022;LSGHD52H8ND129115
9;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;2;2022;JTMZ43FV9PD132807
9;FORD;BRONCO SPORT;BRONCO SPORT WILDTRAK 4X4 2.0 AUT;2;2022;3FMCR9E95NRD58499
9;HYUNDAI;COUNTY;COUNTY DLX;2;2022;KMJHG17HPMC080942
9;PEUGEOT;EXPERT;EXPERT 2.0;2;2022;VF3VFAHXGPZ000946
